fecha,ciudad,latitud,longitud,temperatura_max,temperatura_min,temperatura_media,sensacion_max,sensacion_min,hora_amanecer,hora_atardecer,radiacion_acumulada,viento_max,precipitacion_total,año,mes,dia,fuente,HDD,CDD
2021-01-01,Madrid,40.386642,-3.6760864,6.4,1.6,3.6,0.9,-2.4,09:37,18:59,8.78,22.9,3.6,2021,1,1,Open-Meteo (ERA5),14.4,0.0
2021-01-02,Madrid,40.386642,-3.6760864,5.2,-1.4,1.7,0.4,-5.3,09:37,18:59,8.24,20.1,0.0,2021,1,2,Open-Meteo (ERA5),16.3,0.0
2021-01-03,Madrid,40.386642,-3.6760864,7.3,-2.5,1.4,2.8,-6.4,09:37,19:00,8.41,15.0,0.0,2021,1,3,Open-Meteo (ERA5),16.6,0.0
2021-01-04,Madrid,40.386642,-3.6760864,5.9,-0.8,1.6,1.3,-4.9,09:37,19:01,8.72,17.0,0.1,2021,1,4,Open-Meteo (ERA5),16.4,0.0
2021-01-05,Madrid,40.386642,-3.6760864,4.7,-4.0,-0.3,1.5,-7.6,09:37,19:02,9.68,8.8,0.0,2021,1,5,Open-Meteo (ERA5),18.3,0.0
2021-01-06,Madrid,40.386642,-3.6760864,5.8,-4.1,-0.5,2.1,-8.0,09:37,19:03,9.47,10.3,0.0,2021,1,6,Open-Meteo (ERA5),18.5,0.0
2021-01-07,Madrid,40.386642,-3.6760864,2.5,-2.3,-0.4,-1.7,-7.1,09:37,19:04,3.26,14.0,1.8,2021,1,7,Open-Meteo (ERA5),18.4,0.0
2021-01-08,Madrid,40.386642,-3.6760864,1.4,-2.0,-0.3,-3.3,-7.0,09:37,19:05,1.82,23.2,13.6,2021,1,8,Open-Meteo (ERA5),18.3,0.0
2021-01-09,Madrid,40.386642,-3.6760864,0.6,-1.4,-0.4,-2.2,-7.8,09:37,19:06,2.69,27.0,33.4,2021,1,9,Open-Meteo (ERA5),18.4,0.0
2021-01-10,Madrid,40.386642,-3.6760864,3.7,-1.5,1.0,-0.0,-5.6,09:37,19:07,9.28,16.4,0.1,2021,1,10,Open-Meteo (ERA5),17.0,0.0
2021-01-11,Madrid,40.386642,-3.6760864,5.8,-3.1,0.4,0.8,-7.4,09:36,19:08,9.41,16.0,0.0,2021,1,11,Open-Meteo (ERA5),17.6,0.0
2021-01-12,Madrid,40.386642,-3.6760864,4.0,-6.4,-2.7,0.4,-9.9,09:36,19:09,10.35,7.7,0.0,2021,1,12,Open-Meteo (ERA5),20.7,0.0
2021-01-13,Madrid,40.386642,-3.6760864,5.1,-6.7,-2.3,1.6,-10.9,09:36,19:10,10.62,7.9,0.0,2021,1,13,Open-Meteo (ERA5),20.3,0.0
2021-01-14,Madrid,40.386642,-3.6760864,5.6,-11.1,-3.2,2.2,-16.1,09:35,19:11,10.88,13.1,0.0,2021,1,14,Open-Meteo (ERA5),21.2,0.0
2021-01-15,Madrid,40.386642,-3.6760864,6.9,-5.7,0.0,3.9,-9.5,09:35,19:12,10.48,12.8,0.0,2021,1,15,Open-Meteo (ERA5),18.0,0.0
2021-01-16,Madrid,40.386642,-3.6760864,7.8,-4.8,-0.2,4.8,-9.0,09:35,19:13,11.08,10.8,0.0,2021,1,16,Open-Meteo (ERA5),18.2,0.0
2021-01-17,Madrid,40.386642,-3.6760864,6.5,-9.6,-1.7,2.9,-14.6,09:34,19:14,11.42,11.4,0.0,2021,1,17,Open-Meteo (ERA5),19.7,0.0
2021-01-18,Madrid,40.386642,-3.6760864,7.4,-6.3,-0.4,4.8,-11.4,09:34,19:16,11.1,14.4,0.0,2021,1,18,Open-Meteo (ERA5),18.4,0.0
2021-01-19,Madrid,40.386642,-3.6760864,4.7,-6.3,-1.5,2.1,-10.9,09:33,19:17,11.03,12.1,0.0,2021,1,19,Open-Meteo (ERA5),19.5,0.0
2021-01-20,Madrid,40.386642,-3.6760864,5.5,-4.0,1.9,2.3,-8.2,09:32,19:18,2.99,16.9,2.5,2021,1,20,Open-Meteo (ERA5),16.1,0.0
2021-01-21,Madrid,40.386642,-3.6760864,10.6,5.6,7.8,6.6,2.0,09:32,19:19,3.72,24.9,0.5,2021,1,21,Open-Meteo (ERA5),10.2,0.0
2021-01-22,Madrid,40.386642,-3.6760864,9.9,3.3,7.6,5.7,-0.1,09:31,19:20,5.84,39.4,2.3,2021,1,22,Open-Meteo (ERA5),10.4,0.0
2021-01-23,Madrid,40.386642,-3.6760864,9.6,2.8,5.8,5.5,-1.2,09:31,19:22,2.01,31.1,2.0,2021,1,23,Open-Meteo (ERA5),12.2,0.0
2021-01-24,Madrid,40.386642,-3.6760864,11.6,6.8,9.1,7.4,2.7,09:30,19:23,8.07,24.8,0.6,2021,1,24,Open-Meteo (ERA5),8.9,0.0
2021-01-25,Madrid,40.386642,-3.6760864,12.8,6.8,10.0,9.2,3.6,09:29,19:24,2.78,29.6,1.5,2021,1,25,Open-Meteo (ERA5),8.0,0.0
2021-01-26,Madrid,40.386642,-3.6760864,15.6,8.1,11.3,14.4,6.7,09:28,19:25,6.01,15.0,0.4,2021,1,26,Open-Meteo (ERA5),6.699999999999999,0.0
2021-01-27,Madrid,40.386642,-3.6760864,18.3,10.9,13.3,17.4,9.5,09:28,19:26,9.6,14.3,0.0,2021,1,27,Open-Meteo (ERA5),4.699999999999999,0.0
2021-01-28,Madrid,40.386642,-3.6760864,14.3,8.9,11.1,13.2,7.5,09:27,19:28,5.57,10.6,0.2,2021,1,28,Open-Meteo (ERA5),6.9,0.0
2021-01-29,Madrid,40.386642,-3.6760864,14.4,7.1,10.1,12.3,5.4,09:26,19:29,6.64,15.6,0.0,2021,1,29,Open-Meteo (ERA5),7.9,0.0
2021-01-30,Madrid,40.386642,-3.6760864,11.6,8.3,10.1,8.0,3.7,09:25,19:30,9.38,26.3,4.3,2021,1,30,Open-Meteo (ERA5),7.9,0.0
2021-01-31,Madrid,40.386642,-3.6760864,13.2,5.2,9.0,8.7,0.6,09:24,19:31,5.27,30.0,0.4,2021,1,31,Open-Meteo (ERA5),9.0,0.0
2021-02-01,Madrid,40.386642,-3.6760864,14.8,7.5,10.4,10.9,3.8,09:23,19:32,10.25,24.6,0.0,2021,2,1,Open-Meteo (ERA5),7.6,0.0
2021-02-02,Madrid,40.386642,-3.6760864,12.6,7.4,9.9,9.9,4.2,09:22,19:34,4.44,18.3,0.2,2021,2,2,Open-Meteo (ERA5),8.1,0.0
2021-02-03,Madrid,40.386642,-3.6760864,11.6,7.8,9.6,10.1,5.1,09:21,19:35,3.46,14.4,0.6,2021,2,3,Open-Meteo (ERA5),8.4,0.0
2021-02-04,Madrid,40.386642,-3.6760864,13.8,8.1,10.4,11.9,6.2,09:20,19:36,7.98,13.5,0.2,2021,2,4,Open-Meteo (ERA5),7.6,0.0
2021-02-05,Madrid,40.386642,-3.6760864,16.5,7.1,10.7,14.3,4.1,09:19,19:37,11.82,13.8,9.6,2021,2,5,Open-Meteo (ERA5),7.300000000000001,0.0
2021-02-06,Madrid,40.386642,-3.6760864,11.6,5.5,8.2,10.3,3.2,09:18,19:38,6.72,17.4,11.5,2021,2,6,Open-Meteo (ERA5),9.8,0.0
2021-02-07,Madrid,40.386642,-3.6760864,11.6,4.2,7.3,6.9,1.2,09:17,19:40,10.41,23.2,1.0,2021,2,7,Open-Meteo (ERA5),10.7,0.0
2021-02-08,Madrid,40.386642,-3.6760864,10.1,5.6,7.7,5.2,0.9,09:16,19:41,9.72,27.8,10.5,2021,2,8,Open-Meteo (ERA5),10.3,0.0
2021-02-09,Madrid,40.386642,-3.6760864,9.4,5.9,7.4,4.7,1.4,09:15,19:42,2.87,38.2,14.2,2021,2,9,Open-Meteo (ERA5),10.6,0.0
2021-02-10,Madrid,40.386642,-3.6760864,13.1,5.8,8.6,9.2,1.3,09:13,19:43,12.43,33.8,3.6,2021,2,10,Open-Meteo (ERA5),9.4,0.0
2021-02-11,Madrid,40.386642,-3.6760864,13.5,6.2,9.8,10.9,2.9,09:12,19:45,4.57,18.0,0.7,2021,2,11,Open-Meteo (ERA5),8.2,0.0
2021-02-12,Madrid,40.386642,-3.6760864,14.1,8.2,11.0,10.2,5.3,09:11,19:46,10.51,24.2,1.2,2021,2,12,Open-Meteo (ERA5),7.0,0.0
2021-02-13,Madrid,40.386642,-3.6760864,16.2,3.1,8.7,13.4,0.3,09:10,19:47,12.01,11.5,0.0,2021,2,13,Open-Meteo (ERA5),9.3,0.0
2021-02-14,Madrid,40.386642,-3.6760864,14.9,2.2,8.3,12.6,-0.7,09:08,19:48,13.83,8.7,0.0,2021,2,14,Open-Meteo (ERA5),9.7,0.0
2021-02-15,Madrid,40.386642,-3.6760864,14.6,4.2,8.4,12.7,1.5,09:07,19:49,12.28,10.6,0.0,2021,2,15,Open-Meteo (ERA5),9.6,0.0
2021-02-16,Madrid,40.386642,-3.6760864,15.1,2.5,7.9,11.8,-0.2,09:06,19:51,13.87,14.6,0.0,2021,2,16,Open-Meteo (ERA5),10.1,0.0
2021-02-17,Madrid,40.386642,-3.6760864,15.9,4.4,9.4,13.8,2.8,09:05,19:52,13.2,9.4,0.0,2021,2,17,Open-Meteo (ERA5),8.6,0.0
2021-02-18,Madrid,40.386642,-3.6760864,15.6,3.7,9.2,11.6,1.0,09:03,19:53,13.48,19.4,0.0,2021,2,18,Open-Meteo (ERA5),8.8,0.0
2021-02-19,Madrid,40.386642,-3.6760864,17.0,4.8,9.6,13.1,2.2,09:02,19:54,15.08,15.2,0.0,2021,2,19,Open-Meteo (ERA5),8.4,0.0
2021-02-20,Madrid,40.386642,-3.6760864,18.1,5.4,10.4,13.4,2.6,09:01,19:55,14.7,18.4,0.0,2021,2,20,Open-Meteo (ERA5),7.6,0.0
2021-02-21,Madrid,40.386642,-3.6760864,11.6,7.2,9.6,8.9,4.2,08:59,19:56,6.09,18.7,5.0,2021,2,21,Open-Meteo (ERA5),8.4,0.0
2021-02-22,Madrid,40.386642,-3.6760864,10.9,5.2,7.4,8.0,0.9,08:58,19:58,6.84,22.7,1.9,2021,2,22,Open-Meteo (ERA5),10.6,0.0
2021-02-23,Madrid,40.386642,-3.6760864,14.1,1.9,7.3,11.2,-1.4,08:56,19:59,13.04,10.2,0.0,2021,2,23,Open-Meteo (ERA5),10.7,0.0
2021-02-24,Madrid,40.386642,-3.6760864,16.0,2.6,8.4,13.0,-0.4,08:55,20:00,15.55,18.4,0.0,2021,2,24,Open-Meteo (ERA5),9.6,0.0
2021-02-25,Madrid,40.386642,-3.6760864,14.0,4.7,8.9,11.9,1.6,08:53,20:01,11.25,12.1,0.0,2021,2,25,Open-Meteo (ERA5),9.1,0.0
2021-02-26,Madrid,40.386642,-3.6760864,16.2,4.8,10.0,14.3,2.0,08:52,20:02,14.56,11.1,0.0,2021,2,26,Open-Meteo (ERA5),8.0,0.0
2021-02-27,Madrid,40.386642,-3.6760864,18.4,4.8,10.9,16.1,1.6,08:50,20:03,16.59,13.7,0.0,2021,2,27,Open-Meteo (ERA5),7.1,0.0
2021-02-28,Madrid,40.386642,-3.6760864,14.8,2.5,8.9,10.7,-0.5,08:49,20:04,13.31,17.6,0.1,2021,2,28,Open-Meteo (ERA5),9.1,0.0
2021-03-01,Madrid,40.386642,-3.6760864,11.1,4.7,8.0,8.7,1.6,08:47,20:06,6.92,13.0,3.9,2021,3,1,Open-Meteo (ERA5),10.0,0.0
2021-03-02,Madrid,40.386642,-3.6760864,14.4,5.2,9.6,12.0,3.1,08:46,20:07,10.05,9.5,0.1,2021,3,2,Open-Meteo (ERA5),8.4,0.0
2021-03-03,Madrid,40.386642,-3.6760864,15.9,4.9,10.3,14.6,2.6,08:44,20:08,15.17,7.6,0.0,2021,3,3,Open-Meteo (ERA5),7.699999999999999,0.0
2021-03-04,Madrid,40.386642,-3.6760864,15.4,4.6,9.6,13.5,2.6,08:43,20:09,13.56,9.7,0.0,2021,3,4,Open-Meteo (ERA5),8.4,0.0
2021-03-05,Madrid,40.386642,-3.6760864,14.9,6.4,10.1,12.8,3.9,08:41,20:10,11.82,11.2,0.5,2021,3,5,Open-Meteo (ERA5),7.9,0.0
2021-03-06,Madrid,40.386642,-3.6760864,15.4,6.8,10.9,12.4,4.3,08:40,20:11,12.84,11.3,0.0,2021,3,6,Open-Meteo (ERA5),7.1,0.0
2021-03-07,Madrid,40.386642,-3.6760864,13.4,6.4,9.8,11.0,4.5,08:38,20:12,12.63,10.6,0.3,2021,3,7,Open-Meteo (ERA5),8.2,0.0
2021-03-08,Madrid,40.386642,-3.6760864,11.7,4.8,7.7,9.6,2.5,08:36,20:13,12.48,20.7,4.5,2021,3,8,Open-Meteo (ERA5),10.3,0.0
2021-03-09,Madrid,40.386642,-3.6760864,12.9,3.6,8.2,10.5,-0.5,08:35,20:14,14.81,17.0,0.1,2021,3,9,Open-Meteo (ERA5),9.8,0.0
2021-03-10,Madrid,40.386642,-3.6760864,15.6,-0.1,7.3,12.5,-3.3,08:33,20:15,18.94,9.5,0.0,2021,3,10,Open-Meteo (ERA5),10.7,0.0
2021-03-11,Madrid,40.386642,-3.6760864,18.5,4.8,11.1,16.0,2.0,08:32,20:17,18.38,18.9,0.0,2021,3,11,Open-Meteo (ERA5),6.9,0.0
2021-03-12,Madrid,40.386642,-3.6760864,14.8,6.7,10.5,10.8,4.4,08:30,20:18,15.22,22.2,0.0,2021,3,12,Open-Meteo (ERA5),7.5,0.0
2021-03-13,Madrid,40.386642,-3.6760864,15.9,0.8,8.7,12.2,-2.0,08:29,20:19,19.61,17.1,0.0,2021,3,13,Open-Meteo (ERA5),9.3,0.0
2021-03-14,Madrid,40.386642,-3.6760864,15.8,3.0,9.4,13.8,0.3,08:27,20:20,17.3,17.9,0.0,2021,3,14,Open-Meteo (ERA5),8.6,0.0
2021-03-15,Madrid,40.386642,-3.6760864,18.2,2.7,10.2,14.5,-0.2,08:25,20:21,19.83,20.9,0.0,2021,3,15,Open-Meteo (ERA5),7.800000000000001,0.0
2021-03-16,Madrid,40.386642,-3.6760864,19.0,5.7,11.8,14.2,1.2,08:24,20:22,19.83,24.8,0.0,2021,3,16,Open-Meteo (ERA5),6.199999999999999,0.0
2021-03-17,Madrid,40.386642,-3.6760864,19.5,7.1,12.2,13.9,2.3,08:22,20:23,20.18,25.7,0.0,2021,3,17,Open-Meteo (ERA5),5.800000000000001,0.0
2021-03-18,Madrid,40.386642,-3.6760864,12.2,4.6,8.9,6.4,-0.6,08:20,20:24,14.88,24.7,0.0,2021,3,18,Open-Meteo (ERA5),9.1,0.0
2021-03-19,Madrid,40.386642,-3.6760864,11.9,4.1,7.3,6.8,-0.7,08:19,20:25,9.03,22.6,0.6,2021,3,19,Open-Meteo (ERA5),10.7,0.0
2021-03-20,Madrid,40.386642,-3.6760864,11.9,2.0,6.5,6.6,-4.0,08:17,20:26,21.37,27.6,0.0,2021,3,20,Open-Meteo (ERA5),11.5,0.0
2021-03-21,Madrid,40.386642,-3.6760864,15.9,2.5,8.2,11.6,-2.3,08:15,20:27,20.33,19.6,0.0,2021,3,21,Open-Meteo (ERA5),9.8,0.0
2021-03-22,Madrid,40.386642,-3.6760864,17.2,1.3,9.1,13.1,-1.7,08:14,20:28,20.34,15.5,0.0,2021,3,22,Open-Meteo (ERA5),8.9,0.0
2021-03-23,Madrid,40.386642,-3.6760864,19.0,2.2,11.0,16.6,-1.1,08:12,20:29,21.74,9.9,0.0,2021,3,23,Open-Meteo (ERA5),7.0,0.0
2021-03-24,Madrid,40.386642,-3.6760864,20.7,3.7,12.4,17.8,0.1,08:10,20:30,21.79,12.2,0.0,2021,3,24,Open-Meteo (ERA5),5.6,0.0
2021-03-25,Madrid,40.386642,-3.6760864,21.1,4.5,13.1,17.9,1.8,08:09,20:31,21.84,15.9,0.0,2021,3,25,Open-Meteo (ERA5),4.9,0.0
2021-03-26,Madrid,40.386642,-3.6760864,19.2,7.4,13.7,15.2,4.9,08:07,20:32,20.05,22.7,0.0,2021,3,26,Open-Meteo (ERA5),4.300000000000001,0.0
2021-03-27,Madrid,40.386642,-3.6760864,19.7,6.4,13.1,17.1,2.0,08:06,20:33,19.88,20.6,0.0,2021,3,27,Open-Meteo (ERA5),4.9,0.0
2021-03-28,Madrid,40.386642,-3.6760864,22.4,6.3,14.1,19.2,4.0,08:04,20:34,21.74,16.1,0.0,2021,3,28,Open-Meteo (ERA5),3.9000000000000004,0.0
2021-03-29,Madrid,40.386642,-3.6760864,22.7,6.8,14.9,17.8,3.8,08:02,20:35,18.71,27.2,0.0,2021,3,29,Open-Meteo (ERA5),3.0999999999999996,0.0
2021-03-30,Madrid,40.386642,-3.6760864,23.4,8.6,16.0,18.9,5.7,08:01,20:37,20.99,22.4,0.0,2021,3,30,Open-Meteo (ERA5),2.0,0.0
2021-03-31,Madrid,40.386642,-3.6760864,24.6,7.1,16.0,20.8,3.4,07:59,20:38,22.89,20.4,0.0,2021,3,31,Open-Meteo (ERA5),2.0,0.0
2021-04-01,Madrid,40.386642,-3.6760864,23.9,10.1,16.4,21.2,5.9,07:58,20:39,20.69,20.6,0.0,2021,4,1,Open-Meteo (ERA5),1.6000000000000014,0.0
2021-04-02,Madrid,40.386642,-3.6760864,16.0,10.6,13.4,14.8,9.5,07:56,20:40,12.13,15.1,3.9,2021,4,2,Open-Meteo (ERA5),4.6,0.0
2021-04-03,Madrid,40.386642,-3.6760864,19.5,7.7,13.0,18.7,6.0,07:54,20:41,19.0,17.1,0.8,2021,4,3,Open-Meteo (ERA5),5.0,0.0
2021-04-04,Madrid,40.386642,-3.6760864,19.5,6.0,12.6,18.9,1.7,07:53,20:42,23.79,17.9,0.0,2021,4,4,Open-Meteo (ERA5),5.4,0.0
2021-04-05,Madrid,40.386642,-3.6760864,21.0,5.2,13.0,19.8,2.3,07:51,20:43,23.87,11.8,0.0,2021,4,5,Open-Meteo (ERA5),5.0,0.0
2021-04-06,Madrid,40.386642,-3.6760864,22.9,4.9,14.2,20.9,2.1,07:49,20:44,24.43,20.0,0.0,2021,4,6,Open-Meteo (ERA5),3.8000000000000007,0.0
2021-04-07,Madrid,40.386642,-3.6760864,20.0,4.6,12.5,18.2,-0.3,07:48,20:45,23.69,20.9,0.0,2021,4,7,Open-Meteo (ERA5),5.5,0.0
2021-04-08,Madrid,40.386642,-3.6760864,17.3,7.7,12.2,15.9,5.0,07:46,20:46,12.07,17.3,0.1,2021,4,8,Open-Meteo (ERA5),5.800000000000001,0.0
2021-04-09,Madrid,40.386642,-3.6760864,14.1,8.7,11.0,12.8,6.3,07:45,20:47,8.88,11.3,7.1,2021,4,9,Open-Meteo (ERA5),7.0,0.0
2021-04-10,Madrid,40.386642,-3.6760864,17.5,8.1,12.0,17.0,6.4,07:43,20:48,17.97,17.3,4.9,2021,4,10,Open-Meteo (ERA5),6.0,0.0
2021-04-11,Madrid,40.386642,-3.6760864,15.8,9.6,12.1,14.6,5.5,07:41,20:49,15.03,19.6,19.1,2021,4,11,Open-Meteo (ERA5),5.9,0.0
2021-04-12,Madrid,40.386642,-3.6760864,16.2,4.1,10.0,14.8,-0.1,07:40,20:50,25.43,18.4,0.0,2021,4,12,Open-Meteo (ERA5),8.0,0.0
2021-04-13,Madrid,40.386642,-3.6760864,13.9,6.2,10.3,11.2,2.6,07:38,20:51,7.79,15.6,1.4,2021,4,13,Open-Meteo (ERA5),7.699999999999999,0.0
2021-04-14,Madrid,40.386642,-3.6760864,19.6,7.6,13.1,20.3,5.2,07:37,20:52,20.2,12.8,4.3,2021,4,14,Open-Meteo (ERA5),4.9,0.0
2021-04-15,Madrid,40.386642,-3.6760864,17.0,9.8,13.0,15.4,8.3,07:35,20:53,12.49,10.8,0.5,2021,4,15,Open-Meteo (ERA5),5.0,0.0
2021-04-16,Madrid,40.386642,-3.6760864,17.2,8.6,11.5,14.2,4.1,07:34,20:54,20.33,22.1,0.5,2021,4,16,Open-Meteo (ERA5),6.5,0.0
2021-04-17,Madrid,40.386642,-3.6760864,17.2,2.5,9.2,14.6,-2.0,07:32,20:55,25.97,17.3,0.0,2021,4,17,Open-Meteo (ERA5),8.8,0.0
2021-04-18,Madrid,40.386642,-3.6760864,18.0,2.8,10.6,16.4,-0.5,07:31,20:56,26.25,15.4,0.0,2021,4,18,Open-Meteo (ERA5),7.4,0.0
2021-04-19,Madrid,40.386642,-3.6760864,20.9,5.4,13.1,18.9,2.7,07:29,20:57,19.98,21.5,0.2,2021,4,19,Open-Meteo (ERA5),4.9,0.0
2021-04-20,Madrid,40.386642,-3.6760864,18.5,8.8,13.4,16.3,7.2,07:28,20:58,17.56,14.3,2.7,2021,4,20,Open-Meteo (ERA5),4.6,0.0
2021-04-21,Madrid,40.386642,-3.6760864,17.6,8.4,12.3,15.1,6.7,07:27,20:59,14.29,20.1,1.7,2021,4,21,Open-Meteo (ERA5),5.699999999999999,0.0
2021-04-22,Madrid,40.386642,-3.6760864,16.4,9.8,12.3,15.4,8.2,07:25,21:00,12.51,10.8,19.4,2021,4,22,Open-Meteo (ERA5),5.699999999999999,0.0
2021-04-23,Madrid,40.386642,-3.6760864,17.1,8.8,13.2,14.1,7.4,07:24,21:01,13.49,21.3,0.2,2021,4,23,Open-Meteo (ERA5),4.800000000000001,0.0
2021-04-24,Madrid,40.386642,-3.6760864,18.4,8.6,13.1,15.4,6.1,07:22,21:02,19.23,19.0,5.7,2021,4,24,Open-Meteo (ERA5),4.9,0.0
2021-04-25,Madrid,40.386642,-3.6760864,15.0,9.8,12.3,13.2,7.7,07:21,21:03,13.12,13.4,7.0,2021,4,25,Open-Meteo (ERA5),5.699999999999999,0.0
2021-04-26,Madrid,40.386642,-3.6760864,18.7,9.2,13.6,17.0,8.2,07:20,21:04,22.2,11.2,4.7,2021,4,26,Open-Meteo (ERA5),4.4,0.0
2021-04-27,Madrid,40.386642,-3.6760864,18.5,8.8,13.6,17.4,7.3,07:18,21:05,16.44,13.4,8.6,2021,4,27,Open-Meteo (ERA5),4.4,0.0
2021-04-28,Madrid,40.386642,-3.6760864,18.3,9.9,13.4,17.2,9.1,07:17,21:06,17.23,18.4,8.7,2021,4,28,Open-Meteo (ERA5),4.6,0.0
2021-04-29,Madrid,40.386642,-3.6760864,15.6,10.5,12.7,12.8,7.4,07:16,21:08,18.51,26.7,1.1,2021,4,29,Open-Meteo (ERA5),5.300000000000001,0.0
2021-04-30,Madrid,40.386642,-3.6760864,16.3,6.7,11.2,13.7,4.9,07:14,21:09,18.48,17.4,0.7,2021,4,30,Open-Meteo (ERA5),6.800000000000001,0.0
2021-05-01,Madrid,40.386642,-3.6760864,15.8,6.3,11.3,14.0,4.4,07:13,21:10,21.84,15.0,0.6,2021,5,1,Open-Meteo (ERA5),6.699999999999999,0.0
2021-05-02,Madrid,40.386642,-3.6760864,16.8,7.5,12.0,14.7,4.1,07:12,21:11,21.76,16.9,0.6,2021,5,2,Open-Meteo (ERA5),6.0,0.0
2021-05-03,Madrid,40.386642,-3.6760864,17.0,8.2,12.1,15.8,5.6,07:11,21:12,15.39,14.7,2.3,2021,5,3,Open-Meteo (ERA5),5.9,0.0
2021-05-04,Madrid,40.386642,-3.6760864,21.3,6.8,14.0,20.9,5.1,07:09,21:13,26.44,9.9,0.0,2021,5,4,Open-Meteo (ERA5),4.0,0.0
2021-05-05,Madrid,40.386642,-3.6760864,23.9,9.1,16.4,22.9,6.4,07:08,21:14,28.02,10.4,0.0,2021,5,5,Open-Meteo (ERA5),1.6000000000000014,0.0
2021-05-06,Madrid,40.386642,-3.6760864,25.8,9.1,17.9,23.2,7.3,07:07,21:15,28.02,17.4,0.0,2021,5,6,Open-Meteo (ERA5),0.10000000000000142,0.0
2021-05-07,Madrid,40.386642,-3.6760864,27.4,11.6,20.0,26.2,10.4,07:06,21:16,27.56,14.8,0.0,2021,5,7,Open-Meteo (ERA5),0.0,2.0
2021-05-08,Madrid,40.386642,-3.6760864,29.2,12.9,21.3,25.6,10.8,07:05,21:17,26.54,23.2,0.0,2021,5,8,Open-Meteo (ERA5),0.0,3.3000000000000007
2021-05-09,Madrid,40.386642,-3.6760864,20.6,11.1,16.5,16.3,8.6,07:04,21:18,15.11,33.6,7.1,2021,5,9,Open-Meteo (ERA5),1.5,0.0
2021-05-10,Madrid,40.386642,-3.6760864,17.2,7.6,11.6,12.6,4.5,07:03,21:19,21.73,29.7,0.7,2021,5,10,Open-Meteo (ERA5),6.4,0.0
2021-05-11,Madrid,40.386642,-3.6760864,17.1,5.9,11.5,13.0,2.3,07:02,21:20,25.1,20.1,0.0,2021,5,11,Open-Meteo (ERA5),6.5,0.0
2021-05-12,Madrid,40.386642,-3.6760864,20.0,10.1,14.0,15.5,6.0,07:01,21:21,20.8,27.1,0.2,2021,5,12,Open-Meteo (ERA5),4.0,0.0
2021-05-13,Madrid,40.386642,-3.6760864,20.2,8.9,14.4,16.7,5.7,07:00,21:22,21.07,27.2,0.0,2021,5,13,Open-Meteo (ERA5),3.5999999999999996,0.0
2021-05-14,Madrid,40.386642,-3.6760864,23.9,11.2,16.7,21.2,8.1,06:59,21:23,27.13,18.4,0.0,2021,5,14,Open-Meteo (ERA5),1.3000000000000007,0.0
2021-05-15,Madrid,40.386642,-3.6760864,26.8,11.1,19.1,24.7,9.3,06:58,21:23,26.38,24.4,0.0,2021,5,15,Open-Meteo (ERA5),0.0,1.1000000000000014
2021-05-16,Madrid,40.386642,-3.6760864,25.7,13.1,20.0,24.3,11.6,06:57,21:24,24.28,20.8,0.4,2021,5,16,Open-Meteo (ERA5),0.0,2.0
2021-05-17,Madrid,40.386642,-3.6760864,26.5,13.0,19.6,24.1,11.5,06:56,21:25,28.66,20.5,0.0,2021,5,17,Open-Meteo (ERA5),0.0,1.6000000000000014
2021-05-18,Madrid,40.386642,-3.6760864,28.5,11.6,20.4,25.5,9.1,06:55,21:26,27.16,21.6,0.0,2021,5,18,Open-Meteo (ERA5),0.0,2.3999999999999986
2021-05-19,Madrid,40.386642,-3.6760864,25.4,12.3,19.2,23.2,9.3,06:54,21:27,28.87,19.3,0.0,2021,5,19,Open-Meteo (ERA5),0.0,1.1999999999999993
2021-05-20,Madrid,40.386642,-3.6760864,28.3,11.1,20.2,27.7,7.6,06:53,21:28,28.92,17.3,0.0,2021,5,20,Open-Meteo (ERA5),0.0,2.1999999999999993
2021-05-21,Madrid,40.386642,-3.6760864,29.3,14.1,22.7,26.1,13.0,06:53,21:29,27.45,28.7,0.0,2021,5,21,Open-Meteo (ERA5),0.0,4.699999999999999
2021-05-22,Madrid,40.386642,-3.6760864,22.5,14.2,18.1,19.4,10.5,06:52,21:30,22.05,21.9,0.0,2021,5,22,Open-Meteo (ERA5),0.0,0.10000000000000142
2021-05-23,Madrid,40.386642,-3.6760864,19.5,12.2,15.2,18.2,7.5,06:51,21:31,17.81,21.6,1.6,2021,5,23,Open-Meteo (ERA5),2.8000000000000007,0.0
2021-05-24,Madrid,40.386642,-3.6760864,21.5,9.1,16.1,18.4,5.7,06:50,21:32,20.63,14.4,0.0,2021,5,24,Open-Meteo (ERA5),1.8999999999999986,0.0
2021-05-25,Madrid,40.386642,-3.6760864,26.1,10.1,18.6,25.8,6.4,06:50,21:33,29.43,20.7,0.0,2021,5,25,Open-Meteo (ERA5),0.0,0.6000000000000014
2021-05-26,Madrid,40.386642,-3.6760864,26.4,13.4,19.7,25.3,12.0,06:49,21:33,24.49,15.2,0.0,2021,5,26,Open-Meteo (ERA5),0.0,1.6999999999999993
2021-05-27,Madrid,40.386642,-3.6760864,27.9,13.7,21.6,27.0,12.4,06:49,21:34,22.97,15.2,0.0,2021,5,27,Open-Meteo (ERA5),0.0,3.6000000000000014
2021-05-28,Madrid,40.386642,-3.6760864,25.7,15.9,20.7,25.8,15.3,06:48,21:35,20.36,23.3,6.2,2021,5,28,Open-Meteo (ERA5),0.0,2.6999999999999993
